startup_name,article_summary,publication_date,year,funding_amount,funding_round_raw,funding_round,investor_names,city,canton,founded_year,employees,website,location,industry,sub_industry,business_model_type,primary_keywords,secondary_keywords
Pexapark AG,2023 The closing of its series C financing round led by San Francisco-based Telstra Ventures underpins Pexapark’s rapid growth in the global renewable energy markets.,2023-09-26,2023,,series C,Series C,"Telstra Ventures, Swisscom Ventures, A&G Energy Transition Tech Fund",,,,,,Switzerland,B2C Tech,Logistics & Delivery,Unknown,,ClimateTech
Tayo SA,"2023 Depuis 2017, Tayo vise à devenir la plateforme numéro un en Suisse pour simplifier l’interaction entre gérants immobiliers, locataires et entreprises de services.",2023-09-25,2023,0.25M CHF,,Award,,,,,,,Switzerland,FinTech,,B2B-Hardware,FinTech,PropTech
Enshift AG,2023 2022 hat Pierre Bi sein Startup Aeris Cleantec für einen hohen zweistelligen Millionenbetrag an iRobot verkauft.,2023-09-25,2023,3.5M CHF,Seed,Seed,,,,,,,Switzerland,CleanTech,Solar,B2B-Hardware,Robotics,"BioTech, ClimateTech"
Kinarus Therapeutics Holding AG,2023 Basel-based biotech company Kinarus files for bankruptcy after a Chinese investor failed to meet its obligations.,2023-09-25,2023,,,Award,,Basel,BS,2017.0,,,Switzerland,BioTech,Drug Discovery,Deep Tech / IP,"IoT, BioTech",
Exalos AG,"2023 Exalos, a Swiss photonics company specializing in the design of high-performance optical semiconductors has been acquired by indie Semiconductor, an Autotech solutions innovator.",2023-09-22,2023,65M USD,,,,,,2003.0,17.0,,Switzerland,Enterprise SaaS,"HR Tech, Sales Tech",Unknown,DeepTech,BioTech
Industrie 4.0  Eleven Dynamics,,2023-09-22,2023,3.5M CHF,,Undisclosed,,,,,,,Switzerland,Other,,B2B-Hardware,IoT,BioTech
CareerFairy AG,"2023 CareerFairy AG, an ETH Zurich spinoff providing an interactive live-streaming platform that brings companies and students together, has completed a new investment round, led by the leading European media group, Mediahuis Marketplaces.",2023-09-22,2023,1.7M CHF,seed,Seed,,,,2019.0,25.0,,Switzerland,FinTech,,Marketplace,FinTech,EdTech
H55 AG,2023 H55 has successfully completed the first part of its Series C financing round securing CHF 45 million in financing.,2023-09-21,2023,45M CHF,Series C,Series C,"ND Capital, Tippet Venture Partners, RTX Ventures",,,,,,Switzerland,CleanTech,"Solar, Energy Storage",Deep Tech / IP,ClimateTech,"FinTech, ClimateTech, Manufacturing"
Neustark AG,2023 Seit über zwei Jahren arbeiten Holcim und neustark zusammen.,2023-09-20,2023,,,Award,,,,,,,Switzerland,CleanTech,"Carbon & Offsetting, Circular Economy",Deep Tech / IP,ClimateTech,ClimateTech
TRESIO AG,"2023 Mit seiner Financial Planning und Analytics Plattform konnte Tresio bereits mehrere hundert KMU überzeugen, darunter auch mittelgrosse Firmen.",2023-09-20,2023,0.65M CHF,Pre-Seed,Pre-Seed,,,,,,,Switzerland,FinTech,Banking Infrastructure,Unknown,"Data Analytics, FinTech",
TOLREMO therapeutics AG,2023 TOLREMO therapeutics is pioneering a differentiated approach to preventing non-genetic drug resistance in cancer.,2023-09-20,2023,39M USD,Series A,Series A,"Pierre Fabre Invest BioMedPartners AG led the round with participation from a new investor, Pierre Fabre Invest",,,,,,Switzerland,BioTech,"Drug Discovery, Oncology",Deep Tech / IP,BioTech,HealthTech
,"2023 The second tranche of the Verve Venture Fund I (VVF I) raised an additional CHF 13 million, bringing the total amount to CHF 58 million.",2023-09-20,2023,58M CHF,Seed,Seed,,,,,,,Switzerland,CleanTech,,Deep Tech / IP,ClimateTech,
CNS Therapy,"2023 Jura-based medtech venture CNS Therapy secured more than CHF 1 million in their seed round from private investors and cantonal funding, fast-tracking market entry of their drug-free chronic pain treatment.",2023-09-20,2023,1M CHF,seed round,Seed,,,,,,,Switzerland,BioTech,,Deep Tech / IP,BioTech,"HealthTech, EdTech"
BLACKSOCKS SA,"2023 Seit 1998 verkauft BLACKSOCKS online Socken im Abo, mittlerweile ergänzt um Unterwäsche und Hemden.",2023-09-19,2023,,,,,,,1998.0,,,Switzerland,Other,,Unknown,,
,2023 Das 2014 gegründete Zuger FinTech eCollect wird als eigene Marke Teil der Intrum-Organisation.,2023-09-19,2023,,,Undisclosed,,,,2014.0,,,Switzerland,FinTech,,Unknown,FinTech,BioTech
Instimatch Global AG,2023 Zurich-based Instimatch Global AG oﬀers a web-based cash management trading platform for institutions across industries and geographies.,2023-09-19,2023,11.5M CHF,Series A,Series A,,Zurich,ZH,2017.0,,,Switzerland,FinTech,,Unknown,FinTech,
Basel  Vertical Bio,"2023 Last year, Versant Ventures, through its Ridgeline Discovery Engine, spun out two biotech startups successfully.",2023-09-18,2023,,,,,,,2024.0,,,Switzerland,B2C Tech,Beauty & Cosmetics,B2C,IoT,"BioTech, HealthTech, Manufacturing"
Multiwave Technologies AG,8 million to support Multiwave medical imaging portfolio growth 15.,2023-09-15,2023,3.8M CHF,,Grant,,Geneva,GE,2015.0,,,Switzerland,MedTech,Medical Devices,B2B-Hardware,DeepTech,"BioTech, HealthTech, EdTech"
Arcton,2023 Crowdinvesting has become popular in Switzerland with platforms focusing mainly on raising capital.,2023-09-15,2023,0.35M CHF,pre-seed round,Pre-Seed,,Zurich,ZH,2022.0,,,Switzerland,FinTech,Crypto & Blockchain,Marketplace,"Blockchain, FinTech","BioTech, EdTech"
,2023 Das Winterthurer Startup noii zählt mit seiner Video-Dating-Plattform im Raum Zürich über 15‘000 User.,2023-09-15,2023,,,Award,,,,2020.0,,,Switzerland,Other,,B2B-Hardware,,EdTech
Kandou,"2023 Vaud-based Kandou, an innovative leader in high-speed, high-quality signal conditioning solutions, announces the successful first close of its $100M equity financing round on August 24th, 2023.",2023-09-14,2023,72M USD,Series A,Series A,,,,,,,Switzerland,B2C Tech,Logistics & Delivery,Unknown,,Cybersecurity
,"2023 Das ETH- und Empa-Spin-off viboo hat in einer Seed-Runde 1,5 Millionen Franken aufgenommen.",2023-09-14,2023,1.5M CHF,Seed,Seed,,,,2022.0,,,Switzerland,FinTech,,Unknown,FinTech,
SWISSto12 SA,"2023 The facility will provide SWISSto12 with flexible growth capital to meet strong customer demand for its geostationary SmallSat, HummingSat.",2023-09-13,2023,25M CHF,,Award,,,,,,,Switzerland,B2C Tech,Logistics & Delivery,Unknown,Logistics,Manufacturing
Social investing app,"2023 Following the closing of its first funding round early this year, yeekatee has secured a further CHF 550,000 from FiveT Fintech and existing investor Ronald Strässler, a celebrated entrepreneur in the industry.",2023-09-13,2023,1.9M USD,,Undisclosed,,,,,,,Switzerland,FinTech,WealthTech,B2C,"Data Analytics, FinTech",EdTech
Freename AG,"2023 Freename, a leading Web3 Domains platform, concluded its seed round, securing $2.",2023-09-12,2023,2.5M USD,seed round,Seed,,,,,,,Switzerland,FinTech,"Payments, Crypto & Blockchain",Unknown,"Blockchain, FinTech",BioTech
Ascento AG,3 million pre-seed funding round fuels Ascento’s growth 12.,2023-09-12,2023,4.3M USD,pre-seed,Pre-Seed,Wingman Ventures,,,,,,Switzerland,B2C Tech,Logistics & Delivery,B2B-Hardware,"Robotics, Logistics","Manufacturing, Cybersecurity"
,2023 Fintech startups swisspeers and SmartPurse and novel electric vehicles developer Tera Technologies celebrate the successful closing of their Crowdfunding campaigns.,2023-09-11,2023,1M CHF,Seed,Seed,,,,2020.0,,,Switzerland,FinTech,,B2B-Services,FinTech,
Tyre Recycling Solutions SA,"2023 Challenged in Spring with liquidity problems, Tyre Recycling Solutions (TRS) recently closed a preliminary round of CHF 4 millions of an 8.",2023-09-08,2023,4M CHF,Series D,Series D+,,,,,,,Switzerland,CleanTech,"Solar, Carbon & Offsetting, Circular Economy",Deep Tech / IP,ClimateTech,Manufacturing
DGTAL AG,"2023 DGTAL ist die erste europäische Plattform-as-a-Service, die mit Künstlicher Intelligenz unstrukturierte Versicherungsdaten entschlüsseln und verarbeiten kann.",2023-09-07,2023,3M EUR,,Undisclosed,,,,,,,Switzerland,FinTech,InsurTech,Unknown,FinTech,
Haelixa AG,2023 Haelixa provides next-generation solutions for transparency in consumer goods supply chains.,2023-09-06,2023,2M EUR,,Award,,,,,,,Switzerland,CleanTech,,B2C,ClimateTech,"BioTech, Logistics"
,2023 Das Schweizer Software-as-a-Service (SaaS) Unternehmen deskbird hat 13 Millionen US-Dollar im Rahmen seiner Series A Finanzierungsrunde generiert.,2023-09-06,2023,,Series A,Series A,,,,,,,Switzerland,Enterprise SaaS,"HR Tech, Sales Tech",B2B-SaaS,SaaS,BioTech
,Galler Startup storabble verbindet mit seinem Marktplatz kommerzielle Lagerflächen-Vermieter mit Mietinteressenten.,2023-09-06,2023,0M CHF,Pre-Seed,Pre-Seed,,St. Gallen,SG,,,,Switzerland,B2C Tech,Logistics & Delivery,Marketplace,,
Hylomorph AG,2023 Hylomorph has closed an oversubscribed Series B2 financing round.,2023-09-05,2023,2.4M CHF,Series B,Series B,EFI Lake Geneva Ventures,,,,,,Switzerland,BioTech,,B2B-Hardware,BioTech,HealthTech
GenTwo AG,"2023 GenTwo, a Swiss-based B2B Fintech platform specialized in securitization of bankable and non-bankable assets, has raised a USD 15 million Series A led by US-based Point72 Ventures.",2023-09-05,2023,15M USD,Series A,Series A,,,,2018.0,,,Switzerland,FinTech,,B2B-Services,FinTech,"PropTech, Cybersecurity"
Startup hypt,2023 Das Berner Startup hypt hat eine gamifizierte Chatbot-Lösung für das Empfehlungsmarketing entwickelt und konnte bereits namhafte Unternehmenskunden gewinnen.,2023-08-31,2023,1.6M CHF,Pre-Seed,Pre-Seed,,Bern,BE,2021.0,13.0,,Switzerland,Other,,Unknown,,BioTech
IT-Beratungsunternehmen 1stQuad Solutions AG,2023 Das 2009 gegründete IT-Beratungsunternehmen 1stQuad Solutions AG mit Hauptsitz in Zürich wird Teil der fernao Gruppe.,2023-08-30,2023,,,Undisclosed,,,,2009.0,700.0,,Switzerland,Enterprise SaaS,HR Tech,Unknown,"SaaS, Data Analytics",
LOXO AG,"2023 Jost Capito served as CEO of the Williams Formula One team, Managing Director of McLaren Racing and CEO of Volkswagen Motorsport.",2023-08-30,2023,,,Undisclosed,,,,,,,Switzerland,B2C Tech,Logistics & Delivery,Unknown,,
Innovida Swiss Technology SA,"2023 Die 2016 gegründete Tessiner Innovida Swiss Technology SA hat eine innovative Wärmepumpe entwickelt, die sich insbesondere für Einfamilienhäuser eignet.",2023-08-28,2023,,,Undisclosed,,Lugano,TI,2016.0,280.0,,Switzerland,Other,,Unknown,,
,"2023 Private Equity backed SpiTrex Orthopedics, a leader in global medical device contract manufacturing, acquired Watershed Idea Foundry, experts in titanium additive manufacturing (AM).",2023-08-25,2023,,,,,,,2014.0,,,Switzerland,B2C Tech,Logistics & Delivery,B2B-Hardware,,"HealthTech, Manufacturing"
,"2023 Après 8 ans de bootstrapping, eeproperty annonce sa première levée de fonds avec le soutien d’Après-demain SA.",2023-08-24,2023,,,Award,,,,,,,Switzerland,FinTech,,Unknown,FinTech,PropTech
Calopad AG,"2023 Das akkubetriebene, wiederverwendbare Wärmepflaster von Calopad wird bereits von tausenden Kundinnen und Kunden eingesetzt.",2023-08-24,2023,4M CHF,Seed,Seed,,,,,,,Switzerland,CleanTech,,B2B-Hardware,IoT,BioTech
Swiss Wood Solutions AG,2023 Swiss Wood Solutions startete mit seinem plastikfreien Holzkarten-Körper 2022 in die Pilotphase.,2023-08-23,2023,,,Award,,,,,,,Switzerland,FinTech,Payments,Unknown,FinTech,
Mysthera Therapeutics AG,"2023 Mysthera Therapeutics AG, a company developing first-in-class, oral therapeutics to treat complex autoimmune diseases, launched today with USD 3.",2023-08-21,2023,3.5M USD,seed round,Seed,,Basel,BS,,,,Switzerland,BioTech,,Deep Tech / IP,BioTech,HealthTech
,2023 Lugano-based cleantech company gr3n signed a binding Memorandum of Understanding (MOU) with its shareholder Intecsa Industrial to set up a Joint Venture.,2023-08-21,2023,58M CHF,,Grant,,Lugano,TI,,,,Switzerland,CleanTech,"Carbon & Offsetting, Circular Economy",B2C,ClimateTech,"ClimateTech, Manufacturing, FoodTech"
Click Analytic Sàrl,2023 Geneva based Click Analytic recently announced that is has successfully raised funds from several business angel & institutional investors.,2023-08-18,2023,,pre-seed round,Pre-Seed,,,,2023.0,,,Switzerland,B2C Tech,E-commerce,B2C,,BioTech
Bob Tech GmbH,2023 Mit ihrer App für Wohneigentümer will BOB Tech in den DACH-Raum expandieren.,2023-08-17,2023,,,Undisclosed,,,,,,,Switzerland,Other,,Unknown,,
Proffix Software AG,"2023 Proffix, one of the most successful ERP software businesses in the Swiss SME market, has been acquired by Forterro, a European provider of software solutions to more than 11,000 small and midsized industrial companies headquartered in London.",2023-08-16,2023,,,,,,,2012.0,600.0,,Switzerland,B2C Tech,Logistics & Delivery,B2C,Logistics,Manufacturing
BOGAR,2023 The French manufacturer AGROBIOTHERS acquires with the Swiss company BOGAR a leading dental and care brand for cats and dogs.,2023-08-15,2023,,,Undisclosed,,,,2022.0,,,Switzerland,B2C Tech,Beauty & Cosmetics,B2C,IoT,Manufacturing
,5 million capital commitment to support the upcoming Phase 3 studies.,2023-08-15,2023,2.5M USD,,Grant,Indivior,,,,,,Switzerland,B2C Tech,Logistics & Delivery,Unknown,Logistics,"BioTech, HealthTech"
Coachbetter AG,2023 SportTech startup Coachbetter reports the successful completion of their $2.,2023-08-15,2023,,seed,Seed,Brighteye Ventures,,,,24.0,,Switzerland,FinTech,,Unknown,FinTech,
Chronext AG,"2023 CHRONEXT, die führende unabhängige Schweizer Online-Plattform für Vintage- und Certified Pre-Owned Uhren, hat die Schweizer Private Equity Gesellschaft Helvetica Capital AG als Investor gewonnen.",2023-08-11,2023,,,Award,,,,,,,Switzerland,Other,,Unknown,,BioTech
,"2023 Chicago-based Justice Bid, the premier legal sourcing platform for selecting outside counsel and diversity analytics, and Swiss start-up impactvise, a leading ESG data insights company, team up.",2023-08-11,2023,,,Undisclosed,,,,,,,Switzerland,CleanTech,,Deep Tech / IP,Data Analytics,ClimateTech
SAEKI Robotics AG,"2023 Saeki, a robots-as-a-service startup, is building fully automated plants with industrial robots that use 3D tech to make creating giant concrete molds faster and more cost-efficient.",2023-08-10,2023,2.3M USD,,Award,,,,2021.0,,,Switzerland,FinTech,,B2B-Hardware,Robotics,"ClimateTech, Manufacturing, PropTech"
ZuriMED,2023 Leading healthcare investors have contributed CHF 14.,2023-08-09,2023,14.5M CHF,Series A,Series A,,,,2015.0,,,Switzerland,MedTech,Medical Devices,B2B-Hardware,HealthTech,
Licensing AG,"2023 Ayre Group has finalised agreements to take a controlling interest in nChain, the global leader in blockchain and Web3 technology headquartered in Zug, in a CHF 500 million deal.",2023-08-09,2023,500M CHF,,Award,,,,2015.0,,,Switzerland,FinTech,"Lending, Crypto & Blockchain",Unknown,Blockchain,"BioTech, PropTech, Cybersecurity"
Simulatory GmbH,"2023 Since Switzerland is currently considered a non-associated third country in the EU Framework Programme for Research and Innovation, Swiss startups receive funding directly from the State Secretariat for Education, Research and Innovation.",2023-08-08,2023,,,Award,,,,2021.0,,,Switzerland,MedTech,Medical Devices,B2B-Hardware,HealthTech,"HealthTech, FinTech, EdTech"
,2023 Santhera Pharmaceuticals has concluded the full divestment of its Raxone/idebenone business worldwide and for all indications to Chiesi Farmaceutici S.,2023-08-07,2023,25.3M EUR,,Undisclosed,,,,,,,Switzerland,BioTech,Drug Discovery,Deep Tech / IP,BioTech,
KetoSwiss AG,"2023 Basel-based startup KetoSwiss has completed a 2nd closing of our pre-series A financing round, bringing the total capital raised to $4.",2023-08-04,2023,4.8M USD,series A,Series A,,Basel,BS,,,,Switzerland,BioTech,,Deep Tech / IP,BioTech,"HealthTech, FoodTech"
CDR-Life AG,The startup has now triggered a second milestone payment.,2023-08-03,2023,456M CHF,,Undisclosed,,,,2024.0,,,Switzerland,BioTech,Antibody Therapeutics,Deep Tech / IP,BioTech,FinTech
Longevity  EPITERNA,2023 EPITERNA uses a unique high-throughput drug screening platform to develop therapies to slow ageing.,2023-08-02,2023,,,Undisclosed,,,,2022.0,15.0,,Switzerland,BioTech,,Deep Tech / IP,BioTech,
Refluenced AG,2023 Refluenced gleist für Herbst den Markteintritt in Deutschland auf.,2023-07-31,2023,,,Award,,Zurich,ZH,,,,Switzerland,FinTech,,Unknown,FinTech,BioTech
,"2023 European life sciences investment firm, Medicxi, has launched a $400 million ‘Medicxi IV’ to continue supporting “asset-focused” biotechs that are delivering transformative therapies for patients.",2023-07-28,2023,400M USD,,Undisclosed,,,,,35.0,,Switzerland,BioTech,Drug Discovery,Deep Tech / IP,"IoT, BioTech",HealthTech
Earkick GmbH,"2023 Following its launch in 2021, Earkick, a US-Swiss startup, has continued to gain traction with its AI-based platform designed to make mental health measurable.",2023-07-27,2023,,pre-seed round,Pre-Seed,,,,2021.0,,,Switzerland,FinTech,,Unknown,GenAI,"BioTech, HealthTech"
Nezasa AG,"2023 Das Zürcher Startup Nezasa hat in einer Finanzierungsrunde 4,2 Millionen Franken eingesammelt.",2023-07-26,2023,4.2M CHF,,Undisclosed,,Zurich,ZH,,,,Switzerland,FinTech,Lending,B2B-SaaS,SaaS,
Carvolution AG,2023 Carvolution vereinbart mit der Zuger Kantonalbank eine Finanzierungslinie in der Höhe von 24 Millionen Franken.,2023-07-25,2023,24M CHF,,Undisclosed,,Zug,ZG,,,,Switzerland,Other,,Unknown,,
,"2023 As of 28 August 2023, Swiss SMEs and start-ups that are established on the market and demonstrate above-average innovation potential can apply for direct financial support for innovation projects within the Swiss Accelerator programme.",2023-07-25,2023,112M CHF,,Undisclosed,,,,,,,Switzerland,Other,,Unknown,,
